iter	Passed	Remaining
604	14746	57011
605	14772	56993
606	14799	56978
607	14802	56873
608	14837	56888
609	14870	56896
610	14878	56810
611	14928	56883
612	14930	56773
613	14940	56696
614	14963	56666
615	14979	56612
616	14983	56509
617	15022	56541
618	15024	56433
619	15026	56324
620	15044	56277
621	15061	56224
622	15099	56254
623	15111	56182
624	15153	56224
625	15161	56142
626	15212	56215
627	15256	56264
628	15303	56323
629	15343	56357
630	15361	56310
631	15416	56396
632	15442	56377
633	15469	56364
634	15520	56435
635	15550	56432
636	15589	56459
637	15608	56414
638	15650	56455
639	15668	56407
640	15671	56303
641	15773	56560
642	15854	56736
643	15859	56640
644	15964	56904
645	16004	56932
646	16040	56946
647	16052	56878
648	16063	56803
649	16072	56722
650	16106	56732
651	16109	56629
652	16129	56590
653	16138	56510
654	16150	56439
655	16193	56478
656	16223	56473
657	16234	56400
658	16236	56296
659	16237	56192
660	16281	56232
661	16283	56130
662	16294	56061
663	16296	55959
664	16338	55992
665	16379	56025
666	16381	55923
667	16383	55821
668	16385	55719
669	16429	55760
670	16464	55773
671	16480	55721
672	16520	55747
673	16525	55656
674	16527	55556
675	16557	55550
676	16592	55561
677	16594	55462
678	16596	55362
679	16615	55320
680	16617	55221
681	16651	55229
682	16693	55261
683	16757	55368
684	16797	55396
685	16843	55441
686	16892	55496
687	16936	55536
688	16938	55438
689	16945	55355
690	16948	55259
691	16983	55268
692	16987	55177
693	17025	55196
694	17035	55127
695	17080	55167
696	17083	55073
697	17103	55034
698	17151	55084
699	17197	55131
700	17235	55147
701	17276	55176
702	17341	55280
703	17386	55321
704	17409	55291
705	17412	55195
706	17446	55201
707	17451	55116
708	17454	55023
709	17502	55070
710	17510	54995
711	17566	55067
712	17587	55032
713	17637	55087
714	17684	55130
715	17722	55148
716	17724	55052
717	17726	54956
718	17731	54872
719	17775	54905
720	17807	54903
721	17859	54962
722	17908	55012
723	17957	55064
724	17960	54970
725	17997	54983
726	18041	55019
727	18172	55314
728	18252	55458
729	18281	55445
730	18490	55977
731	18502	55910
732	18505	55820
733	18552	55860
734	18603	55911
735	18655	55967
736	18668	55902
737	18686	55856
738	18688	55761
739	18724	55769
740	18742	55721
741	18771	55706
742	18785	55648
743	18815	55637
744	18817	55543
745	18859	55567
746	18868	55493
747	18898	55482
748	18900	55390
749	18902	55297
750	18957	55358
751	18998	55378
752	19000	55286
753	19046	55320
754	19085	55336
755	19151	55428
756	19153	55335
757	19212	55406
758	19226	55348
759	19247	55310
760	19264	55262
761	19318	55318
762	19328	55250
763	19331	55159
764	19333	55068
765	19336	54979
766	19362	54957
767	19413	55004
768	19416	54916
769	19477	54993
770	19529	55042
771	19564	55045
772	19592	55025
773	19606	54967
774	19609	54881
775	19658	54922
776	19694	54925
777	19695	54834
778	19697	54743
779	19747	54785
780	19783	54792
781	19928	55096
782	19941	55035
783	20047	55233
784	20057	55164
785	20077	55123
786	20079	55033
787	20119	55048
788	20196	55161
789	20249	55211
790	20273	55182
791	20275	55093
792	20372	55259
793	20376	55175
794	20427	55218
795	20435	55144
796	20495	55210
797	20545	55252
798	20551	55171
799	20554	55085
800	20594	55097
801	20671	55209
802	20673	55120
803	20675	55032
804	20677	54942
805	20706	54927
806	20769	54998
807	20771	54910
808	20786	54855
809	20788	54767
810	20789	54679
811	20791	54590
812	20806	54535
813	20837	54525
814	20871	54520
815	20907	54524
816	20956	54557
817	20973	54511
818	21020	54539
819	21055	54540
820	21101	54566
821	21153	54606
822	21155	54521
823	21209	54566
824	21263	54616
825	21289	54588
826	21329	54599
827	21397	54682
828	21443	54708
829	21446	54624
830	21487	54637
831	21499	54575
832	21535	54574
833	21579	54596
834	21609	54579
835	21612	54496
836	21662	54532
837	21698	54531
838	21700	54444
839	21701	54358
840	21703	54271
841	21721	54227
842	21726	54148
843	21761	54147
844	21791	54129
845	21848	54182
846	21860	54121
847	21874	54067
848	21906	54056
849	21908	53972
850	21946	53977
851	21948	53893
852	21950	53808
853	21971	53770
854	22010	53778
855	22050	53787
856	22057	53715
857	22113	53764
858	22116	53681
859	22134	53638
860	22171	53639
861	22211	53648
862	22236	53620
863	22238	53537
864	22276	53541
865	22315	53547
866	22319	53469
867	22328	53403
868	22330	53320
869	22370	53328
870	22405	53325
871	22407	53242
872	22442	53240
873	22444	53158
874	22490	53180
875	22553	53241
876	22555	53161
877	22579	53131
878	22583	53053
879	22609	53029
880	22620	52969
881	22651	52955
882	22653	52874
883	22692	52880
884	22693	52798
885	22698	52723
886	22700	52644
887	22703	52564
888	22705	52485
889	22736	52472
890	22745	52408
891	22748	52330
892	22751	52253
893	22753	52174
894	22755	52094
895	22758	52018
896	22792	52014
897	22803	51955
898	22886	52060
899	22966	52158
900	22999	52150
901	23001	52071
902	23003	51993
903	23065	52050
904	23067	51972
905	23069	51893
906	23071	51815
907	23112	51825
908	23156	51841
909	23162	51771
910	23205	51786
911	23216	51728
912	23226	51669
913	23279	51704
914	23281	51627
915	23296	51578
916	23358	51633
917	23399	51641
918	23421	51609
919	23467	51627
920	23515	51651
921	23516	51574
922	23564	51596
923	23582	51554
924	23584	51477
925	23585	51399
926	23626	51406
927	23628	51330
928	23674	51350
929	23677	51275
930	23720	51288
931	23730	51229
932	23732	51153
933	23734	51076
934	23790	51118
935	23832	51128
936	23834	51052
937	23837	50978
938	23873	50975
939	23915	50985
940	23957	50995
941	23997	51000
942	24008	50945
943	24010	50869
944	24057	50890
945	24059	50815
946	24090	50800
947	24092	50726
948	24130	50728
949	24176	50744
950	24204	50724
951	24205	50649
952	24236	50634
953	24239	50561
954	24256	50519
955	24270	50470
956	24309	50473
957	24311	50399
958	24361	50424
959	24410	50447
960	24454	50461
961	24489	50455
962	24492	50383
963	24494	50311
964	24502	50249
965	24506	50180
966	24508	50107
967	24543	50102
968	24546	50030
969	24571	50003
970	24626	50038
971	24636	49983
972	24692	50020
973	24703	49965
974	24705	49892
975	24740	49887
976	24781	49891
977	24784	49822
978	24826	49831
979	24868	49838
980	24892	49809
981	24921	49791
982	24931	49736
983	24981	49760
984	25023	49768
985	25032	49709
986	25097	49762
987	25100	49693
988	25103	49623
989	25105	49552
990	25108	49481
991	25180	49548
992	25246	49603
993	25273	49581
994	25353	49662
995	25356	49592
996	25370	49545
997	25382	49492
998	25436	49523
999	25471	49516
1000	25474	49447
1001	25498	49418
1002	25522	49390
1003	25526	49324
1004	25562	49319
1005	25583	49284
1006	25600	49244
1007	25629	49224
1008	25631	49154
1009	25633	49083
1010	25643	49029
1011	25651	48971
1012	25657	48909
1013	25712	48940
1014	25724	48888
1015	25774	48909
1016	25776	48840
1017	25813	48838
1018	25823	48784
1019	25832	48726
1020	25842	48672
1021	25863	48639
1022	25891	48619
1023	25893	48550
1024	25939	48563
1025	25973	48555
1026	25975	48486
1027	26013	48483
1028	26015	48415
1029	26018	48348
1030	26020	48281
1031	26053	48270
1032	26063	48216
1033	26107	48225
1034	26147	48228
1035	26193	48241
1036	26204	48189
1037	26207	48122
1038	26215	48065
1039	26256	48070
1040	26258	48002
1041	26260	47933
1042	26262	47866
1043	26308	47880
1044	26351	47887
1045	26375	47860
1046	26390	47814
1047	26392	47747
1048	26416	47721
1049	26420	47657
