iter	RMSE
763	603.950668
764	603.950668
765	603.950668
766	603.9500347
767	603.9421789
768	603.9421789
769	603.9338862
770	603.9273789
771	603.8985253
772	603.8979075
773	603.897905
774	603.897905
775	603.8562573
776	603.8533282
777	603.8533282
778	603.8533282
779	603.8187245
780	603.8058819
781	603.7814565
782	603.7813434
783	603.7752971
784	603.7752971
785	603.7752725
786	603.7752725
787	603.7659727
788	603.735709
789	603.7151342
790	603.7146479
791	603.7146479
792	603.7118514
793	603.7118514
794	603.7034496
795	603.7034496
796	603.6957372
797	603.6893546
798	603.6893546
799	603.6893546
800	603.6736055
801	603.6252816
802	603.6252816
803	603.6252816
804	603.6252816
805	603.6247043
806	603.6183479
807	603.6182033
808	603.6062088
809	603.6062088
810	603.6062088
811	603.6062088
812	603.6061392
813	603.6016381
814	603.5807202
815	603.5713149
816	603.5663921
817	603.5645972
818	603.5574885
819	603.5268335
820	603.5201838
821	603.5185024
822	603.5185024
823	603.5049163
824	603.4753622
825	603.4750028
826	603.4717634
827	603.4427105
828	603.4384174
829	603.4380609
830	603.4248388
831	603.4248371
832	603.3993295
833	603.3796176
834	603.3679409
835	603.3664724
836	603.3630846
837	603.3206069
838	603.3206069
839	603.3206069
840	603.3206069
841	603.3186813
842	603.3186813
843	603.2500763
844	603.2405217
845	603.2399426
846	603.2399411
847	603.2344489
848	603.2201429
849	603.2201429
850	603.1938335
851	603.1938334
852	603.1938334
853	603.1497835
854	603.1227095
855	603.1143004
856	603.1143004
857	603.1018448
858	603.1018448
859	603.1016649
860	603.0991166
861	603.0943014
862	603.0663858
863	603.0663858
864	603.0314334
865	603.0292437
866	603.0292437
867	603.0291299
868	603.0291299
869	602.9744143
870	602.9552284
871	602.9552284
872	602.9369244
873	602.9369244
874	602.9285765
875	602.9065125
876	602.9065125
877	602.8861389
878	602.8861389
879	602.8833732
880	602.8783767
881	602.8618742
882	602.8618742
883	602.8587834
884	602.8587834
885	602.8587834
886	602.8587834
887	602.8587834
888	602.8587833
889	602.812203
890	602.8121086
891	602.8121086
892	602.8118094
893	602.8114532
894	602.8114532
895	602.8100874
896	602.7615141
897	602.760249
898	602.7508137
899	602.7460189
900	602.7251373
901	602.7251373
902	602.7248436
903	602.7240941
904	602.7240941
905	602.7240941
906	602.7240941
907	602.6999818
908	602.6863973
909	602.6862963
910	602.6834373
911	602.6833542
912	602.6812656
913	602.6728461
914	602.6728461
915	602.6725885
916	602.6618525
917	602.6255765
918	602.6183909
919	602.6023107
920	602.5969533
921	602.5969533
922	602.5917587
923	602.5898608
924	602.5898608
925	602.5898608
926	602.5668777
927	602.5668777
928	602.5461285
929	602.5461285
930	602.5434546
931	602.5429197
932	602.5429197
933	602.5429197
934	602.5401624
935	602.5201117
936	602.5201117
937	602.5201117
938	602.514345
939	602.4947791
940	602.4895515
941	602.4822282
942	602.4820376
943	602.4820376
944	602.4812352
945	602.4800054
946	602.4798421
947	602.4798421
948	602.4757384
949	602.4749529
950	602.4738432
951	602.4738432
952	602.4712775
953	602.4712775
954	602.4492279
955	602.4492132
956	602.4396561
957	602.4396561
958	602.4366359
959	602.4215392
960	602.3902
961	602.3547419
962	602.3547419
963	602.3547419
964	602.3547419
965	602.3547419
966	602.3547419
967	602.3317708
968	602.3317708
969	602.3291342
970	602.2994331
971	602.2993863
972	602.2594027
973	602.2594013
974	602.2594013
975	602.2339206
976	602.206461
977	602.206461
978	602.1781652
979	602.1528574
980	602.1473671
981	602.1434991
982	602.1433041
983	602.1414707
984	602.1318766
985	602.1317997
986	602.1309184
987	602.1309184
988	602.1309184
989	602.1308444
990	602.1308444
991	602.0996313
992	602.0854768
993	602.0442954
994	602.0321337
995	602.0321337
996	602.0319527
997	602.0318945
998	602.021213
999	602.0137
1000	602.0137
1001	602.0127933
1002	601.998416
1003	601.998416
1004	601.9969946
1005	601.9914519
1006	601.9672879
1007	601.9586839
1008	601.9586839
1009	601.9586839
1010	601.9584443
1011	601.9498696
1012	601.9498696
1013	601.9200628
1014	601.9200628
1015	601.8955671
1016	601.8955671
1017	601.8906055
1018	601.8873816
1019	601.8858527
1020	601.8848188
1021	601.8685784
1022	601.8524034
1023	601.8524034
1024	601.8502048
1025	601.8456232
1026	601.8456232
1027	601.8383127
1028	601.8373189
1029	601.8373189
1030	601.8373189
1031	601.824292
1032	601.8230853
1033	601.8195248
1034	601.8017187
1035	601.7748578
1036	601.774847
1037	601.774847
1038	601.7746593
1039	601.7469221
1040	601.7469221
1041	601.7469221
1042	601.7469221
1043	601.7442479
1044	601.7343217
1045	601.7315779
1046	601.7300375
1047	601.7300375
1048	601.7182867
1049	601.7182867
1050	601.7124023
1051	601.6875725
1052	601.6875725
1053	601.6564473
1054	601.6562638
1055	601.6562638
1056	601.655038
1057	601.6332913
1058	601.6273688
1059	601.6273688
1060	601.5869151
1061	601.5869151
1062	601.5869151
1063	601.5868549
1064	601.5868549
1065	601.5853656
1066	601.5853656
1067	601.5853656
1068	601.5848603
1069	601.5789859
1070	601.5699503
1071	601.5613238
1072	601.5561392
1073	601.5552968
1074	601.5552968
1075	601.5459214
1076	601.5141804
1077	601.5132454
1078	601.5041728
1079	601.5041727
1080	601.5041655
1081	601.4791355
1082	601.4696489
1083	601.4696489
1084	601.4696466
1085	601.4616242
1086	601.4464743
1087	601.404599
1088	601.4043706
1089	601.391566
1090	601.391566
1091	601.391566
1092	601.3481204
1093	601.3481204
1094	601.3481204
1095	601.3374603
1096	601.3335111
1097	601.3335111
1098	601.3250147
1099	601.3133857
1100	601.3045962
1101	601.3045962
1102	601.3045962
1103	601.3045962
1104	601.2574263
1105	601.2537146
1106	601.2537146
1107	601.250977
1108	601.250977
1109	601.2356636
1110	601.2356636
1111	601.2306544
1112	601.2306544
1113	601.2210331
1114	601.2097445
1115	601.2059623
1116	601.2059623
1117	601.2018038
1118	601.19081
1119	601.19081
1120	601.19081
1121	601.1815513
1122	601.1815513
1123	601.1815513
1124	601.1616278
1125	601.1578818
1126	601.1571022
1127	601.1570992
1128	601.1570992
1129	601.1570992
1130	601.1567589
1131	601.1240615
1132	601.1235526
1133	601.1233756
1134	601.1100473
1135	601.093379
1136	601.075472
1137	601.068621
1138	601.060701
1139	601.0594358
1140	601.0594358
1141	601.0534336
1142	601.0402024
1143	601.0402024
1144	601.0402024
1145	601.0402024
1146	601.0402
1147	601.0094195
1148	601.0075455
1149	601.0075455
1150	601.0075455
1151	601.0008542
1152	601.0005923
1153	600.9524503
1154	600.9524503
1155	600.9524503
1156	600.9493402
1157	600.925709
1158	600.9252731
1159	600.9252731
1160	600.9147574
1161	600.9090035
1162	600.8993196
1163	600.8604966
1164	600.8596345
1165	600.8422412
1166	600.8422412
1167	600.8248152
1168	600.8182812
1169	600.8182812
1170	600.8175979
1171	600.8175979
1172	600.804982
1173	600.7590144
1174	600.7590144
1175	600.7590144
1176	600.7590144
1177	600.7590144
1178	600.7541621
1179	600.7541606
1180	600.7302149
1181	600.7302149
1182	600.7278507
1183	600.7262703
1184	600.725576
1185	600.7177451
1186	600.7177435
1187	600.6704489
1188	600.6704489
1189	600.6352218
1190	600.6352218
1191	600.6343324
1192	600.6274228
1193	600.6274228
1194	600.6250912
1195	600.6250623
1196	600.623714
1197	600.623714
1198	600.6166273
1199	600.6166273
1200	600.5941051
1201	600.5796916
1202	600.5776499
1203	600.5771186
1204	600.5771186
1205	600.5636127
1206	600.5516416
1207	600.5494226
1208	600.5436019
1209	600.5435247
1210	600.5435246
1211	600.5182498
1212	600.5153716
1213	600.5086877
1214	600.4665993
1215	600.4665993
1216	600.4665754
1217	600.4665754
1218	600.4405852
1219	600.4405852
1220	600.427462
1221	600.4273326
1222	600.4218277
1223	600.4218277
1224	600.4218273
1225	600.4218273
1226	600.3413414
1227	600.3332868
1228	600.3332868
1229	600.325609
1230	600.3246936
1231	600.3246515
1232	600.3246515
1233	600.3134341
1234	600.3134341
1235	600.278698
1236	600.2783593
1237	600.2783593
1238	600.2734457
1239	600.2717758
1240	600.2717758
1241	600.2615403
1242	600.260688
1243	600.2365999
1244	600.2365731
1245	600.2365731
1246	600.2340634
1247	600.2334971
1248	600.2331236
1249	600.231701
1250	600.231701
1251	600.2137374
1252	600.2119307
1253	600.2113403
1254	600.2113403
1255	600.2113403
1256	600.1989902
1257	600.1989902
1258	600.1855247
1259	600.1831669
1260	600.1829592
1261	600.1820748
1262	600.1820748
1263	600.1799207
1264	600.1654947
1265	600.1605009
1266	600.1605009
1267	600.1581205
1268	600.1517186
1269	600.1517186
1270	600.1516069
1271	600.124405
1272	600.124405
1273	600.1235399
1274	600.0694803
1275	600.0618212
1276	600.0618212
1277	600.0618212
1278	600.0203417
1279	600.0203417
1280	600.0076089
1281	599.9979691
1282	599.9920736
1283	599.989486
1284	599.9812566
1285	599.9805079
1286	599.9805068
1287	599.9805068
1288	599.9805068
1289	599.9568234
1290	599.9531751
1291	599.9523505
1292	599.9523505
1293	599.9522104
1294	599.905743
1295	599.8933445
1296	599.8923373
1297	599.8916536
1298	599.8909231
1299	599.8909231
1300	599.8831652
1301	599.8571264
1302	599.8563201
1303	599.8563201
1304	599.8561302
1305	599.8561302
1306	599.8561302
1307	599.8561302
1308	599.8294574
1309	599.8294574
1310	599.8270146
1311	599.8058759
1312	599.8012683
1313	599.8012683
1314	599.8010941
1315	599.7793129
1316	599.7768182
1317	599.7703822
1318	599.7703822
1319	599.7703822
1320	599.7618778
1321	599.761148
1322	599.7553526
1323	599.7553526
1324	599.7545642
1325	599.7537775
1326	599.7537775
1327	599.752639
1328	599.7499293
1329	599.7479844
1330	599.7479844
1331	599.7302416
1332	599.7279726
1333	599.7279726
1334	599.7279726
1335	599.7185803
1336	599.7142896
1337	599.7062784
1338	599.695526
1339	599.6955244
1340	599.6708894
1341	599.6708894
1342	599.6638814
1343	599.6638814
1344	599.6178126
1345	599.6171934
1346	599.6171916
1347	599.6028954
1348	599.5530084
1349	599.5268516
1350	599.5268516
1351	599.4974441
1352	599.4974441
1353	599.494447
1354	599.4794756
1355	599.4794756
1356	599.4714736
1357	599.4660158
1358	599.4538159
1359	599.4535435
1360	599.438333
1361	599.4358799
1362	599.421931
1363	599.421931
1364	599.421931
1365	599.4005671
1366	599.4005671
1367	599.3963209
1368	599.3907972
1369	599.3721576
1370	599.3721576
1371	599.3721576
1372	599.3696124
1373	599.3696124
1374	599.3527137
1375	599.3456671
1376	599.3419034
1377	599.3374376
1378	599.3004722
1379	599.2863815
1380	599.2635549
1381	599.2635549
1382	599.2571389
1383	599.2571389
1384	599.253802
1385	599.252314
1386	599.252314
1387	599.2518341
1388	599.2330874
1389	599.233086
1390	599.233086
1391	599.2307147
1392	599.2262585
1393	599.1856572
1394	599.1833812
1395	599.1833812
1396	599.1831995
1397	599.1702815
1398	599.1462225
1399	599.1132268
1400	599.1127273
1401	599.1127273
1402	599.1106572
1403	599.1094842
1404	599.0894483
1405	599.0778487
1406	599.0778487
1407	599.0778487
1408	599.0556488
1409	599.0556488
1410	599.055
1411	599.0521952
1412	599.0496219
1413	599.0496219
1414	599.0496219
1415	598.9903382
1416	598.9903382
1417	598.9903382
1418	598.9759385
1419	598.9709759
1420	598.9152328
1421	598.9152313
1422	598.9152313
1423	598.9152313
1424	598.9152313
1425	598.873943
1426	598.8425593
1427	598.808519
1428	598.8033397
1429	598.8033397
1430	598.8033397
1431	598.7951956
1432	598.7856111
1433	598.7746124
1434	598.7401324
1435	598.7292973
1436	598.7286667
1437	598.7284746
1438	598.7284746
1439	598.7284746
1440	598.7240489
1441	598.7212475
1442	598.7212458
1443	598.7212458
1444	598.720779
1445	598.7013371
1446	598.6969915
1447	598.6906351
1448	598.6904247
1449	598.6904247
1450	598.6616613
1451	598.6610692
1452	598.6604876
1453	598.6528751
1454	598.6296798
1455	598.6252064
1456	598.6226981
1457	598.594601
1458	598.5873858
1459	598.5856926
1460	598.5856926
1461	598.5815741
1462	598.5695313
1463	598.5695313
1464	598.5691348
1465	598.5680532
1466	598.5606777
1467	598.5592683
1468	598.5563918
1469	598.5143045
1470	598.5064832
1471	598.5064832
1472	598.5064832
1473	598.5064832
1474	598.4974981
1475	598.4661405
1476	598.464812
1477	598.4279065
1478	598.4279065
1479	598.4122756
1480	598.3845626
1481	598.3785322
1482	598.3694498
1483	598.3669362
1484	598.3360117
1485	598.3355896
1486	598.3019511
1487	598.2999948
1488	598.299985
1489	598.2910663
1490	598.2892629
1491	598.2892629
1492	598.2892629
1493	598.2886402
1494	598.2882109
1495	598.2875847
1496	598.2871625
1497	598.2871625
1498	598.2871561
1499	598.281471
1500	598.281471
1501	598.281471
1502	598.281471
1503	598.281471
1504	598.2808529
1505	598.2808529
1506	598.2570272
1507	598.2560855
1508	598.2560855
1509	598.2442274
1510	598.2210366
1511	598.2204374
1512	598.2204374
1513	598.2204374
1514	598.2058701
1515	598.1966334
1516	598.1940701
1517	598.1820651
1518	598.1613297
1519	598.1613297
1520	598.1613297
1521	598.1527784
1522	598.145771
1523	598.1279361
1524	598.1207968
1525	598.1207968
1526	598.1207968
1527	598.1198325
1528	598.1198325
1529	598.1198325
1530	598.1138448
1531	598.1138448
1532	598.1138448
1533	598.0907278
1534	598.0851151
1535	598.0833294
1536	598.0828064
1537	598.0681253
1538	598.0681253
1539	598.0681253
1540	598.0669945
1541	598.0498214
1542	598.0496502
1543	598.0482281
1544	598.0482281
1545	598.0450201
1546	598.0420606
1547	598.0420606
1548	598.0011679
1549	597.9772267
1550	597.9772267
1551	597.9767392
1552	597.9757146
1553	597.9718967
1554	597.9663245
1555	597.9663245
1556	597.9663245
1557	597.965812
1558	597.9640043
1559	597.9640043
1560	597.9408853
1561	597.9405006
1562	597.916519
1563	597.8995904
1564	597.888948
1565	597.8705812
1566	597.8543348
1567	597.844797
1568	597.8394173
1569	597.8394173
1570	597.83902
1571	597.8331855
1572	597.8306538
1573	597.8245371
1574	597.812434
1575	597.8122723
1576	597.8122723
1577	597.8122723
1578	597.8090402
1579	597.8090402
1580	597.7935139
1581	597.7709986
1582	597.7706957
1583	597.7637183
1584	597.7631423
1585	597.7616514
1586	597.7616514
1587	597.7616514
1588	597.7616514
1589	597.7424675
1590	597.7424474
1591	597.7062511
1592	597.705865
1593	597.7054005
1594	597.7053972
1595	597.7029321
1596	597.6987174
1597	597.6987174
1598	597.6987174
1599	597.69817
1600	597.6945053
1601	597.6945053
1602	597.6945053
1603	597.6865716
1604	597.6770027
1605	597.64732
1606	597.628573
1607	597.6285723
1608	597.6281072
1609	597.6032737
1610	597.5906059
1611	597.5871213
1612	597.5757663
1613	597.5747621
1614	597.5566559
1615	597.5412282
1616	597.5263279
1617	597.5060746
1618	597.5014226
1619	597.5014226
1620	597.5014226
1621	597.5014226
1622	597.4424794
1623	597.4397568
1624	597.429897
1625	597.429473
1626	597.429473
1627	597.4265243
1628	597.426318
1629	597.4260465
1630	597.4080745
1631	597.4080745
1632	597.4060609
1633	597.4060553
1634	597.3883438
1635	597.3865133
1636	597.3747935
1637	597.3741555
1638	597.3737952
1639	597.3461656
1640	597.3415598
1641	597.3322624
1642	597.3314441
1643	597.3191203
1644	597.3148949
1645	597.3148949
1646	597.3146645
1647	597.3141299
1648	597.3141298
1649	597.3141298
1650	597.3141298
1651	597.2983142
1652	597.2538528
1653	597.2451248
1654	597.2420401
1655	597.2374262
1656	597.2192206
1657	597.2101489
1658	597.2101489
1659	597.2101489
1660	597.1969366
1661	597.1822067
1662	597.1796405
1663	597.1796405
1664	597.1523215
1665	597.1407916
1666	597.1285622
1667	597.1285622
1668	597.1273912
1669	597.1273709
1670	597.1268943
1671	597.1227443
1672	597.1187892
1673	597.1062664
1674	597.0984881
1675	597.0949343
1676	597.0949297
1677	597.0541269
1678	597.0422127
1679	597.0381057
1680	597.030119
1681	597.0227789
1682	597.012672
1683	597.0072556
1684	596.9692446
